CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
CUST-1663,34.0,Female,1,$29.85,5885.868728120683,month to month,Mailed check,No
CUST-1664,25.0,nan,8,$56.95,7400.450955699108,One year,Mailed check,No
CUST-1665,25.0,M,3,99.99,7803.921810206516,Unknown,Mailed check,No
CUST-1666,34.0,Male,3,$56.95,6682.314417113727,One year,Credit card,No
CUST-1667,25.0,F,1,nan,2493.838305158037,Unknown,Electronic check,Yes
CUST-1668,25.0,Male,2,$56.95,7735.725380761451,month to month,Credit card,Yes
CUST-1669,34.0,M,2,99.99,5062.144296824217,Month-to-month,Mailed check,No
CUST-1670,25.0,Male,3,$105.50,7452.075563180483,month to month,Electronic check,Yes
CUST-1671,61.0,M,3,99.99,5441.22970393338,month to month,Electronic check,No
CUST-1672,25.0,M,10,$56.95,2527.187798596992,Month-to-month,Mailed check,No
CUST-1673,45.0,M,0,99.99,3023.1937407282458,Month-to-month,Mailed check,No
CUST-1674,45.0,Female,10,$29.85,4448.72703911323,m2m,Credit card,No
CUST-1675,-5.0,Male,10,$56.95,6341.1172483230675,Unknown,Mailed check,No
CUST-1676,25.0,Male,2,$56.95,2612.062155588646,m2m,Electronic check,Yes
CUST-1677,34.0,Female,1,$56.95,4679.876212460117,Month-to-month,Bank transfer,Yes
CUST-1678,150.0,Male,2,$29.85,2830.437449253572,One year,Mailed check,No
CUST-1679,61.0,Female,0,INVALID,6544.5782966173465,One year,Mailed check,No
CUST-1680,61.0,Male,8,99.99,3787.1519407668084,month to month,Credit card,Yes
CUST-1681,34.0,nan,3,$56.95,706.1103321377933,Two year,Credit card,Yes
CUST-1682,25.0,Female,3,INVALID,1411.8149197041373,month to month,Mailed check,Yes
CUST-1683,52.0,M,0,$56.95,582.7268741950951,month to month,Electronic check,No
CUST-1684,,Male,10,nan,4044.4932735131692,Two year,Electronic check,Yes
CUST-1685,45.0,M,1,$56.95,940.0646490509946,Unknown,Bank transfer,No
CUST-1686,45.0,F,3,$29.85,1001.7057575460937,Month-to-month,Mailed check,No
CUST-1687,34.0,Female,5,99.99,7534.281254303179,One year,Credit card,No
CUST-1688,61.0,Female,10,99.99,6993.975070190838,month to month,Electronic check,No
CUST-1689,25.0,Female,3,99.99,3671.484114809791,Two year,Bank transfer,No
CUST-1690,34.0,Male,5,nan,7887.862034716626,m2m,Mailed check,No
CUST-1691,45.0,Female,0,99.99,101.4735725482386,month to month,Electronic check,No
CUST-1692,45.0,Male,0,99.99,4950.437704559811,One year,Mailed check,Yes
CUST-1693,34.0,Male,10,$105.50,4969.782601237774,Month-to-month,Mailed check,No
CUST-1694,25.0,Male,3,99.99,3713.8001413721167,month to month,Electronic check,No
CUST-1695,52.0,Male,2,$56.95,3235.8889861809134,month to month,Electronic check,No
CUST-1696,34.0,Male,5,$105.50,3697.5267702968,Unknown,Electronic check,Yes
CUST-1697,45.0,Male,1,$29.85,3378.187445029476,Two year,Mailed check,No
CUST-1698,25.0,nan,3,99.99,5870.8905721101655,m2m,Mailed check,No
CUST-1699,45.0,Female,1,$105.50,1169.3079362889441,m2m,Bank transfer,No
CUST-1700,45.0,nan,3,99.99,1661.3498426699282,Month-to-month,Credit card,Yes
CUST-1701,25.0,Female,2,99.99,1526.0940043001465,One year,Mailed check,Yes
CUST-1702,34.0,Male,2,99.99,2173.51762245799,Month-to-month,Credit card,No
CUST-1703,25.0,Female,10,$56.95,4249.541508374508,month to month,Electronic check,No
CUST-1704,25.0,Female,10,$105.50,978.5491039719279,month to month,Mailed check,Yes
CUST-1705,-5.0,Male,2,$29.85,6958.537433079382,m2m,Bank transfer,No
CUST-1706,34.0,Female,8,$29.85,2449.1560973369315,One year,Bank transfer,No
CUST-1707,61.0,Male,2,$29.85,1384.050101002792,Two year,Credit card,No
CUST-1708,34.0,Female,0,$56.95,5437.408345826122,One year,Electronic check,No
CUST-1709,52.0,Female,0,$56.95,400.8817747346223,month to month,Credit card,No
CUST-1710,61.0,Male,8,$105.50,4997.751662505897,Two year,Electronic check,No
CUST-1711,45.0,Male,5,$56.95,5615.767602344348,One year,Bank transfer,No
CUST-1712,45.0,Female,1,$56.95,1797.8405979550814,One year,Credit card,Yes
CUST-1713,45.0,Female,3,$29.85,431.51618020471085,Two year,Bank transfer,No
CUST-1714,34.0,Male,3,$56.95,2972.7983354636517,month to month,Bank transfer,Yes
CUST-1715,,nan,8,99.99,878.8944189112982,One year,Electronic check,No
CUST-1716,61.0,Male,0,$29.85,1020.1750124193629,Two year,Credit card,No
CUST-1717,150.0,Female,10,$29.85,2108.66372841443,Unknown,Credit card,No
CUST-1718,25.0,nan,3,$29.85,2434.1966045513987,Unknown,Bank transfer,Yes
CUST-1719,52.0,Male,0,$29.85,4286.765694069223,month to month,Bank transfer,Yes
CUST-1720,,Male,5,$56.95,5459.295895473803,Two year,Electronic check,No
CUST-1721,25.0,Male,1,$29.85,4782.89043287446,Unknown,Mailed check,Yes
CUST-1722,25.0,Male,5,99.99,1272.0466645871827,Two year,Mailed check,No
CUST-1723,52.0,Male,8,$105.50,1459.4796563757488,One year,Bank transfer,Yes
CUST-1724,45.0,Female,2,$56.95,7042.277073364025,month to month,Mailed check,Yes
CUST-1725,61.0,Male,2,nan,4510.983289006498,Unknown,Mailed check,Yes
CUST-1726,25.0,Female,2,$56.95,6972.508879891743,One year,Mailed check,No
CUST-1727,61.0,nan,5,$56.95,3035.2174394270073,Month-to-month,Mailed check,No
CUST-1728,34.0,M,3,nan,4953.7600587074585,Month-to-month,Bank transfer,No
CUST-1729,25.0,Female,1,$29.85,4236.940986831425,month to month,Mailed check,No
CUST-1730,25.0,Male,2,INVALID,2621.0755695816542,Unknown,Mailed check,No
CUST-1731,61.0,Female,8,$29.85,3812.331439065403,Unknown,Electronic check,No
CUST-1732,52.0,Female,8,$56.95,4069.677926932763,Unknown,Bank transfer,No
CUST-1733,45.0,Female,2,$29.85,1686.090700577761,Two year,Credit card,No
CUST-1734,34.0,Male,2,99.99,2588.5819417761795,One year,Credit card,No
CUST-1735,61.0,F,1,99.99,6352.137029005107,Unknown,Electronic check,No
CUST-1736,34.0,Female,2,99.99,7334.727091687604,One year,Electronic check,Yes
CUST-1737,61.0,Male,1,$56.95,2942.3733390078655,month to month,Bank transfer,No
CUST-1738,45.0,Male,8,$56.95,2525.0810294512435,Unknown,Credit card,No
CUST-1739,34.0,Female,2,$29.85,1642.057600117872,month to month,Mailed check,Yes
CUST-1740,45.0,M,5,$56.95,5460.080232339592,Unknown,Electronic check,No
CUST-1741,34.0,Female,10,INVALID,2652.4876431640646,Month-to-month,Credit card,No
CUST-1742,52.0,Female,5,$56.95,7903.221358883589,m2m,Bank transfer,No
CUST-1743,45.0,Male,8,$105.50,2672.9099363052305,month to month,Mailed check,No
CUST-1744,34.0,Female,1,$105.50,3213.6747695827626,Unknown,Bank transfer,Yes
CUST-1745,61.0,Female,5,$56.95,4866.340150075074,m2m,Electronic check,No
CUST-1746,34.0,Male,1,99.99,6433.3059162113095,month to month,Credit card,No
CUST-1747,45.0,Male,5,$29.85,3809.1974562305063,Two year,Credit card,No
CUST-1748,,Female,5,$29.85,3438.982666932771,Unknown,Credit card,No
CUST-1749,52.0,Male,1,$29.85,7965.538885398985,Two year,Credit card,Yes
CUST-1750,25.0,Female,3,$56.95,182.8997650055611,Month-to-month,Mailed check,No
CUST-1751,,Male,5,$56.95,7171.015781924842,Unknown,Mailed check,No
CUST-1752,52.0,Male,2,$56.95,1278.2125249239257,Month-to-month,Bank transfer,No
CUST-1753,34.0,Male,10,$56.95,6308.809682050416,m2m,Mailed check,No
CUST-1754,25.0,nan,8,$56.95,4981.659322785754,month to month,Electronic check,No
CUST-1755,61.0,M,3,99.99,2800.5935554349276,One year,Electronic check,Yes
CUST-1756,52.0,F,1,99.99,7003.612148616045,Month-to-month,Credit card,Yes
CUST-1757,45.0,Female,3,$29.85,201.9671010498366,One year,Electronic check,Yes
CUST-1758,61.0,Male,0,$29.85,1890.856151391897,One year,Bank transfer,Yes
CUST-1759,61.0,Female,0,99.99,4578.453090371335,month to month,Mailed check,No
CUST-1760,25.0,Female,5,$56.95,2877.183854392614,m2m,Mailed check,No
CUST-1761,34.0,M,5,99.99,4921.982213014789,month to month,Mailed check,Yes
CUST-1762,34.0,Male,2,$56.95,290.4705279284679,Unknown,Electronic check,Yes
CUST-1763,52.0,Female,10,$56.95,1020.025550805529,Month-to-month,Mailed check,Yes
CUST-1764,25.0,Male,8,$29.85,1104.06029772567,One year,Credit card,No
CUST-1765,45.0,Male,3,$29.85,1595.3408027364746,month to month,Credit card,No
CUST-1766,61.0,Female,0,99.99,3728.718382324288,month to month,Credit card,Yes
CUST-1767,61.0,Female,5,$56.95,6041.816726394212,month to month,Electronic check,Yes
CUST-1768,34.0,Male,8,99.99,7253.756819638319,Month-to-month,Mailed check,Yes
CUST-1769,61.0,Male,3,$105.50,6699.442989245544,m2m,Electronic check,No
CUST-1770,25.0,Female,5,$56.95,1655.4141870279002,month to month,Mailed check,No
CUST-1771,61.0,Female,5,99.99,3585.089362621996,Month-to-month,Bank transfer,No
CUST-1772,25.0,F,0,$56.95,1675.3516222924266,One year,Bank transfer,Yes
CUST-1773,34.0,F,0,$56.95,2189.3273516708073,Unknown,Electronic check,No
CUST-1774,61.0,Female,5,99.99,4078.0211539439006,Two year,Credit card,No
CUST-1775,25.0,Male,1,$56.95,638.061295315828,Month-to-month,Electronic check,Yes
CUST-1776,34.0,Female,5,$56.95,1823.5772037868583,Two year,Credit card,No
CUST-1777,52.0,Female,8,$29.85,7489.487474326226,month to month,Mailed check,Yes
CUST-1778,52.0,Male,5,$56.95,3782.318712002063,month to month,Credit card,No
CUST-1779,52.0,M,2,$105.50,3618.5535552251904,Month-to-month,Credit card,Yes
CUST-1780,52.0,Male,10,$105.50,215.08052253510328,Two year,Mailed check,No
CUST-1781,45.0,F,2,99.99,2054.4580017609314,month to month,Bank transfer,Yes
CUST-1782,34.0,Female,2,99.99,6943.710244259232,One year,Mailed check,Yes
CUST-1783,34.0,Female,1,$56.95,1400.5645832434832,m2m,Electronic check,No
CUST-1784,25.0,Female,1,$56.95,3379.4870223242965,m2m,Electronic check,No
CUST-1785,,F,5,$29.85,213.21415634930992,month to month,Electronic check,No
CUST-1786,45.0,Female,2,$56.95,3878.850305197391,Two year,Electronic check,No
CUST-1787,45.0,Female,1,$56.95,266.0667431371155,Unknown,Electronic check,Yes
CUST-1788,45.0,Male,0,nan,6574.915469219819,month to month,Bank transfer,No
CUST-1789,,Female,5,$56.95,6616.344763148119,Unknown,Bank transfer,No
CUST-1790,25.0,Male,8,$56.95,6323.163287588722,Unknown,Credit card,No
CUST-1791,45.0,Female,10,$56.95,2338.576144239834,Two year,Electronic check,Yes
CUST-1792,45.0,Female,3,99.99,6714.174023952362,Unknown,Mailed check,Yes
CUST-1793,52.0,Female,5,99.99,4389.685247581628,One year,Electronic check,No
CUST-1794,25.0,Male,3,$29.85,3053.0840600493193,Two year,Bank transfer,No
CUST-1795,61.0,Male,2,$56.95,5040.106681663441,month to month,Electronic check,No
CUST-1796,,Female,10,$105.50,197.49426387695465,One year,Bank transfer,No
CUST-1797,45.0,Male,3,$56.95,1229.3909330459421,Month-to-month,Credit card,No
CUST-1798,52.0,Male,2,$29.85,5964.118951545076,m2m,Credit card,No
CUST-1799,,Male,0,99.99,2028.8767088576087,month to month,Credit card,No
CUST-1800,52.0,F,3,$105.50,4824.272026897122,month to month,Bank transfer,No
CUST-1801,25.0,Female,10,$29.85,3142.310562301934,month to month,Electronic check,No
CUST-1802,45.0,Male,5,99.99,6852.965652514165,One year,Electronic check,No
CUST-1803,52.0,Male,2,$105.50,7624.080917373484,Month-to-month,Mailed check,No
CUST-1804,45.0,Male,5,$56.95,7080.161354124504,Two year,Bank transfer,Yes
CUST-1805,52.0,Female,10,nan,2237.8979580794135,Month-to-month,Mailed check,Yes
CUST-1806,,Female,1,99.99,1633.8866654640499,One year,Credit card,No
CUST-1807,,Male,2,99.99,3848.0356596038064,month to month,Electronic check,No
CUST-1808,45.0,Male,3,99.99,157.93979160582418,m2m,Bank transfer,Yes
CUST-1809,25.0,Male,2,$29.85,303.89420361913574,month to month,Mailed check,Yes
CUST-1810,-5.0,Female,5,$29.85,4470.9960530217,Two year,Mailed check,No
CUST-1811,61.0,Female,0,$56.95,4211.550292905759,Unknown,Mailed check,No
CUST-1812,25.0,Male,2,$29.85,7957.197713378554,m2m,Electronic check,No
CUST-1813,,Male,3,$56.95,1694.550499373689,month to month,Electronic check,No
CUST-1814,61.0,Male,1,$105.50,2139.0210403677006,m2m,Electronic check,No
CUST-1815,45.0,nan,8,$105.50,996.9710743776649,Unknown,Bank transfer,No
CUST-1816,45.0,Male,0,99.99,7348.589776264583,Month-to-month,Electronic check,No
CUST-1817,34.0,Female,1,$105.50,6244.708831221761,One year,Bank transfer,No
CUST-1818,25.0,Female,2,99.99,6596.478980509095,month to month,Mailed check,No
CUST-1819,34.0,Male,5,$56.95,7231.833924919619,Two year,Mailed check,No
CUST-1820,61.0,Male,10,$29.85,4246.709895134122,Month-to-month,Credit card,No
CUST-1821,25.0,Male,5,$56.95,3664.426212460717,month to month,Electronic check,No
CUST-1822,34.0,Female,3,99.99,2710.09264195837,Month-to-month,Mailed check,No
CUST-1823,34.0,Female,5,$56.95,4754.795453348059,Two year,Electronic check,Yes
CUST-1824,45.0,Female,0,99.99,3688.799334639598,month to month,Bank transfer,No
CUST-1825,,Female,5,$29.85,3667.3681341840434,Unknown,Mailed check,Yes
CUST-1826,34.0,Male,3,99.99,7501.730123475997,Unknown,Electronic check,Yes
CUST-1827,34.0,nan,8,$105.50,7873.848962805128,Two year,Mailed check,No
CUST-1828,52.0,Female,2,99.99,6392.226675703688,m2m,Mailed check,No
CUST-1829,45.0,Male,10,nan,6078.388912950733,Two year,Electronic check,No
CUST-1830,34.0,nan,2,$105.50,5476.409478054901,m2m,Mailed check,Yes
CUST-1831,45.0,Female,5,INVALID,1411.9913334347584,month to month,Mailed check,Yes
CUST-1832,25.0,Female,1,INVALID,566.9359849176708,m2m,Mailed check,Yes
CUST-1833,25.0,Female,2,$105.50,5556.737889394779,month to month,Mailed check,No
CUST-1834,45.0,M,8,99.99,5857.411155826951,month to month,Bank transfer,No
CUST-1835,45.0,Female,5,$29.85,471.0866296753044,One year,Mailed check,No
CUST-1836,,Male,10,$56.95,7431.6088268079,month to month,Credit card,No
CUST-1837,34.0,Male,3,$56.95,820.0110516129525,m2m,Mailed check,No
CUST-1838,45.0,F,8,$56.95,2358.614216792499,One year,Electronic check,No
CUST-1839,52.0,Male,5,$56.95,5411.879521109765,One year,Credit card,Yes
CUST-1840,25.0,Male,8,nan,1441.993495795363,month to month,Bank transfer,No
CUST-1841,52.0,Female,2,$105.50,537.7855186937311,Two year,Credit card,No
CUST-1842,25.0,Female,10,$105.50,2716.0572643967835,Two year,Credit card,No
CUST-1843,150.0,Female,3,$56.95,6151.175441355915,Unknown,Credit card,Yes
CUST-1844,25.0,F,5,$29.85,3368.061563983557,One year,Electronic check,Yes
CUST-1845,45.0,Male,0,$29.85,5258.48608307272,month to month,Electronic check,No
CUST-1846,25.0,Male,3,$56.95,4678.99086810228,Two year,Electronic check,No
CUST-1847,-5.0,Male,0,$29.85,275.52600800208523,month to month,Bank transfer,No
CUST-1848,45.0,F,8,$29.85,7909.465897661083,month to month,Electronic check,Yes
CUST-1849,45.0,Female,1,INVALID,427.28190167316325,One year,Electronic check,No
CUST-1850,25.0,Male,3,99.99,7745.641627423031,Unknown,Credit card,No
CUST-1851,52.0,M,8,$56.95,4443.927009078746,One year,Electronic check,No
CUST-1852,34.0,M,0,$29.85,7708.956313814026,Month-to-month,Mailed check,No
CUST-1853,61.0,M,2,$56.95,1006.5534353693,Two year,Electronic check,Yes
CUST-1854,34.0,F,2,$29.85,3974.227301565554,Two year,Bank transfer,No
CUST-1855,25.0,Male,1,INVALID,1439.0823257418633,Two year,Bank transfer,No
CUST-1856,25.0,Female,3,$56.95,502.701528477295,m2m,Mailed check,No
CUST-1857,45.0,Female,3,$56.95,4978.480008992261,month to month,Bank transfer,No
CUST-1858,45.0,M,3,$56.95,1741.4890255973623,One year,Bank transfer,Yes
CUST-1859,25.0,Female,8,$29.85,4742.806444471613,Two year,Credit card,No
CUST-1860,61.0,Female,10,99.99,987.6794073969864,Month-to-month,Mailed check,Yes
CUST-1861,45.0,Female,10,99.99,2722.6931243183517,Two year,Credit card,Yes
CUST-1862,45.0,Male,1,99.99,6274.897208620652,Unknown,Credit card,No
CUST-1863,45.0,Female,3,$29.85,3552.7070225532825,month to month,Electronic check,No
CUST-1864,45.0,nan,8,$56.95,5059.188777688957,month to month,Mailed check,No
CUST-1865,45.0,F,2,$56.95,5214.917731889813,One year,Electronic check,Yes
CUST-1866,25.0,Male,0,$105.50,6765.66484749962,m2m,Electronic check,No
CUST-1867,25.0,Male,8,$56.95,2666.8900758124664,One year,Credit card,No
CUST-1868,61.0,Male,10,$56.95,5529.634944401889,Two year,Bank transfer,No
CUST-1869,,Female,10,99.99,7696.764875664709,Unknown,Mailed check,Yes
CUST-1870,34.0,M,2,99.99,5868.922341427157,Month-to-month,Bank transfer,No
CUST-1871,34.0,Male,2,$56.95,3969.976766070182,One year,Credit card,No
CUST-1872,52.0,Female,0,$56.95,5082.667811486241,m2m,Credit card,No
CUST-1873,45.0,M,2,$56.95,5943.494892328555,One year,Credit card,No
CUST-1874,25.0,Female,1,$105.50,4936.978548981592,month to month,Credit card,Yes
CUST-1875,25.0,Female,0,$56.95,231.7389265697293,Two year,Credit card,No
CUST-1876,52.0,Female,2,INVALID,1638.7106317290843,Two year,Credit card,Yes
CUST-1877,52.0,Female,5,$56.95,6502.698916002181,Two year,Bank transfer,No
CUST-1878,25.0,Male,8,INVALID,2253.940113768629,Two year,Electronic check,No
CUST-1879,34.0,Female,2,$105.50,5879.340744532958,Two year,Bank transfer,No
CUST-1880,34.0,Female,1,$56.95,3039.74970040942,Two year,Mailed check,No
CUST-1881,52.0,M,3,$105.50,4222.8861924477515,Month-to-month,Bank transfer,No
CUST-1882,25.0,Female,2,$29.85,636.9890685732893,m2m,Credit card,No
CUST-1883,25.0,Female,10,INVALID,1531.6819322927054,Two year,Bank transfer,No
CUST-1884,61.0,Male,10,99.99,7661.856011801953,m2m,Electronic check,No
CUST-1885,25.0,Female,10,$29.85,7132.09062223062,Unknown,Mailed check,No
CUST-1886,52.0,Male,3,99.99,5252.973376102496,Two year,Bank transfer,Yes
CUST-1887,34.0,Male,10,nan,3731.1923193473253,One year,Electronic check,No
CUST-1888,25.0,Female,5,$29.85,5438.514213872268,Two year,Bank transfer,No
CUST-1889,34.0,nan,2,$56.95,4987.0212838421185,month to month,Mailed check,No
CUST-1890,52.0,Male,10,99.99,4591.562819276435,Month-to-month,Bank transfer,Yes
CUST-1891,61.0,Female,0,$105.50,567.4988677219803,One year,Credit card,Yes
CUST-1892,61.0,M,3,$56.95,5099.1406242259045,One year,Bank transfer,No
CUST-1893,34.0,Male,5,$29.85,6174.46835211223,month to month,Electronic check,Yes
CUST-1894,52.0,Female,0,$29.85,7953.2450717000465,Two year,Bank transfer,No
CUST-1895,34.0,Female,0,$56.95,187.52056549504644,Month-to-month,Electronic check,No
CUST-1896,34.0,Female,0,$56.95,5868.370281154345,One year,Mailed check,Yes
CUST-1897,61.0,Male,0,INVALID,4617.135595894246,Month-to-month,Bank transfer,Yes
CUST-1898,25.0,Male,2,$29.85,3529.012191039558,One year,Mailed check,No
CUST-1899,25.0,Female,10,99.99,1107.8043791138298,Two year,Mailed check,Yes
CUST-1900,34.0,Female,8,$29.85,3331.7726742155223,Unknown,Bank transfer,No
CUST-1901,25.0,Male,2,$29.85,2899.579745590469,One year,Electronic check,Yes
CUST-1902,25.0,Female,2,$56.95,2492.3561229320635,Unknown,Mailed check,No
CUST-1903,45.0,Male,5,$56.95,5873.94902424544,One year,Mailed check,No
CUST-1904,45.0,Female,5,99.99,5635.731618145684,m2m,Bank transfer,No
CUST-1905,61.0,Male,10,INVALID,4753.258718749202,Two year,Bank transfer,No
CUST-1906,61.0,F,8,99.99,7515.452025017641,month to month,Bank transfer,No
CUST-1907,34.0,Male,5,nan,2863.84963502875,Unknown,Bank transfer,No
CUST-1908,34.0,Male,10,$105.50,2026.0353079104184,month to month,Bank transfer,No
CUST-1909,34.0,Male,10,$56.95,5281.636173477356,Two year,Credit card,No
CUST-1910,45.0,Male,1,$105.50,1670.6310814054832,month to month,Bank transfer,No
CUST-1911,34.0,M,8,99.99,2588.583006749054,Two year,Electronic check,No
CUST-1912,52.0,nan,5,$29.85,1874.3592765915903,month to month,Mailed check,No
CUST-1913,45.0,Male,8,99.99,646.3131849761597,Unknown,Electronic check,Yes
CUST-1914,45.0,Female,2,$29.85,6637.24005892182,m2m,Electronic check,Yes
CUST-1915,45.0,Female,2,$56.95,2110.8702890811232,month to month,Credit card,Yes
CUST-1916,34.0,F,8,99.99,3836.9172764098635,Unknown,Bank transfer,No
CUST-1917,,Female,1,$29.85,442.1906587090644,One year,Mailed check,Yes
CUST-1918,61.0,Male,1,$29.85,5624.781783395881,Two year,Electronic check,No
CUST-1919,25.0,Female,8,INVALID,2711.4319182196973,Month-to-month,Bank transfer,No
CUST-1920,61.0,Female,5,99.99,5983.420149850759,Month-to-month,Bank transfer,No
CUST-1921,45.0,Male,3,$29.85,3357.9841776961425,Two year,Credit card,Yes
CUST-1922,61.0,Female,1,99.99,1646.4692906044345,m2m,Credit card,No
CUST-1923,61.0,Male,0,$56.95,4154.083150028084,month to month,Credit card,No
CUST-1924,45.0,Female,2,$56.95,1130.9860211357743,m2m,Mailed check,No
CUST-1925,25.0,Male,8,nan,3580.2593629966586,Month-to-month,Electronic check,Yes
CUST-1926,34.0,Female,0,99.99,2606.7132716218434,Unknown,Credit card,No
CUST-1927,45.0,Female,8,$56.95,7304.480715177102,Two year,Credit card,No
CUST-1928,52.0,Female,10,$105.50,581.3369015936876,Two year,Credit card,No
CUST-1929,34.0,Male,2,$105.50,5582.737571435362,m2m,Electronic check,No
CUST-1930,25.0,Female,2,$29.85,1543.7342113007437,Unknown,Electronic check,No
CUST-1931,61.0,Female,1,$29.85,2620.456087224695,m2m,Credit card,No
CUST-1932,-5.0,Female,1,$29.85,3382.561098190321,month to month,Credit card,Yes
CUST-1933,45.0,Female,0,99.99,7273.319206062296,One year,Bank transfer,No
CUST-1934,25.0,Female,10,99.99,2016.3683019832188,Unknown,Credit card,No
CUST-1935,34.0,M,8,99.99,821.3395401028947,One year,Mailed check,No
CUST-1936,25.0,Male,10,INVALID,2617.6478715251365,month to month,Mailed check,No
CUST-1937,,M,2,99.99,926.9401672307134,One year,Credit card,No
CUST-1938,25.0,Female,0,$29.85,1115.912239088365,Month-to-month,Electronic check,No
CUST-1939,45.0,Male,3,$56.95,4633.419724002711,One year,Bank transfer,No
CUST-1940,34.0,Male,0,$56.95,581.1252714859972,month to month,Electronic check,Yes
CUST-1941,45.0,Male,5,$56.95,344.3539630091717,One year,Credit card,No
CUST-1942,52.0,Female,0,99.99,5743.871401616932,Two year,Mailed check,No
CUST-1943,61.0,Female,10,$105.50,2957.0120492442516,m2m,Bank transfer,Yes
CUST-1944,34.0,Female,5,$56.95,1090.465258947599,Month-to-month,Electronic check,No
CUST-1945,25.0,Female,5,$56.95,2103.540889791695,Two year,Electronic check,Yes
CUST-1946,25.0,Female,5,99.99,5172.483408083952,Two year,Credit card,No
CUST-1947,,Male,3,$56.95,2276.7388804127245,month to month,Bank transfer,No
CUST-1948,61.0,Male,0,$29.85,4006.7168884512225,m2m,Mailed check,Yes
CUST-1949,45.0,Female,10,$56.95,1061.392923140711,m2m,Credit card,No
CUST-1950,52.0,Male,0,$29.85,4745.939737083031,Unknown,Bank transfer,No
CUST-1951,52.0,Male,3,INVALID,2597.0137023617863,Month-to-month,Electronic check,Yes
CUST-1952,25.0,Female,2,$29.85,5053.050632776861,month to month,Credit card,No
CUST-1953,,Female,1,$56.95,6486.319570201781,Month-to-month,Electronic check,No
CUST-1954,45.0,nan,10,$56.95,4932.00671318094,Unknown,Electronic check,No
CUST-1955,34.0,F,10,nan,2436.4057445006633,One year,Credit card,Yes
CUST-1956,45.0,Female,0,$29.85,2120.375242231573,Two year,Credit card,Yes
CUST-1957,25.0,Female,1,$29.85,2686.6255739942394,Month-to-month,Credit card,No
CUST-1958,25.0,Female,8,$29.85,1400.5020545683883,Two year,Credit card,No
CUST-1959,52.0,Female,8,$29.85,1531.2576217151586,month to month,Credit card,Yes
CUST-1960,25.0,Male,3,$29.85,6346.459705011326,One year,Electronic check,No
CUST-1961,52.0,Female,8,99.99,3139.387354408815,month to month,Mailed check,No
CUST-1962,34.0,M,10,$29.85,3544.361926507628,One year,Mailed check,Yes
CUST-1963,34.0,Male,8,$29.85,4792.990777977808,One year,Credit card,Yes
CUST-1964,34.0,Female,2,$105.50,4758.262611697226,Two year,Electronic check,Yes
CUST-1965,34.0,Female,2,$56.95,632.2772850232133,month to month,Mailed check,No
CUST-1966,52.0,Male,2,$56.95,6669.172212067559,month to month,Mailed check,No
CUST-1967,34.0,Male,8,$56.95,1500.8797704691215,Month-to-month,Mailed check,No
CUST-1968,45.0,Male,3,nan,5812.265924792384,month to month,Electronic check,No
CUST-1969,45.0,Male,5,$29.85,6204.100806212516,Month-to-month,Credit card,No
CUST-1970,52.0,Male,5,$105.50,5747.706319321378,m2m,Credit card,Yes
CUST-1971,,M,1,99.99,4673.923407777747,m2m,Credit card,No
CUST-1972,52.0,Male,5,$29.85,215.41107716017459,m2m,Bank transfer,Yes
CUST-1973,34.0,Female,5,nan,2946.9663896690486,Unknown,Bank transfer,No
CUST-1974,25.0,Male,2,$29.85,4878.231491964391,month to month,Bank transfer,No
CUST-1975,34.0,F,2,$29.85,3160.8652377880558,Unknown,Electronic check,No
CUST-1976,45.0,Male,8,$105.50,6921.491169811224,month to month,Mailed check,No
CUST-1977,25.0,Female,1,99.99,2539.5379752619615,Month-to-month,Mailed check,No
CUST-1978,45.0,M,0,99.99,2418.9248604234176,Unknown,Electronic check,Yes
CUST-1979,45.0,M,10,$29.85,2201.381775431998,Unknown,Electronic check,Yes
CUST-1980,34.0,Male,1,$56.95,2728.9688647902844,Unknown,Credit card,No
CUST-1981,61.0,M,1,99.99,4503.499218082079,One year,Credit card,No
CUST-1982,25.0,Female,3,$56.95,5685.420824753467,Month-to-month,Bank transfer,Yes
CUST-1983,25.0,Female,8,$56.95,5334.286550136402,m2m,Bank transfer,No
CUST-1984,52.0,Male,3,$29.85,6480.9707778536895,Month-to-month,Electronic check,No
CUST-1985,45.0,Male,1,$29.85,7098.720564429656,One year,Bank transfer,No
CUST-1986,52.0,Female,1,$105.50,6547.024434512475,month to month,Mailed check,Yes
CUST-1987,45.0,Female,1,$56.95,249.66868665740114,Month-to-month,Electronic check,No
CUST-1988,34.0,Female,5,nan,5913.751833060711,Unknown,Electronic check,No
CUST-1989,61.0,Female,10,$56.95,1746.3566315848198,m2m,Mailed check,Yes
CUST-1990,61.0,Female,10,99.99,1150.131537393063,m2m,Credit card,No
CUST-1991,52.0,Male,3,$29.85,5144.06139991317,month to month,Credit card,No
CUST-1992,34.0,Female,1,$56.95,2625.97124372079,Month-to-month,Mailed check,No
CUST-1993,45.0,Male,10,$29.85,551.2255906265018,One year,Mailed check,Yes
CUST-1994,34.0,Female,2,$56.95,1187.2749017470546,month to month,Bank transfer,No
CUST-1995,25.0,Female,10,$56.95,107.3423932726924,Month-to-month,Electronic check,Yes
CUST-1996,,F,8,nan,7235.466656023187,Two year,Bank transfer,No
CUST-1997,25.0,Male,8,99.99,294.48207234578484,m2m,Mailed check,No
